author	total	models	training	safety	memory	vision	voice	other	scholar_url	affiliation	citations
Bin Liang	4	2	1	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=mpchz3sAAAAJ	Tsinghua University	13213
Chenjia Bai	4	1	1	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=Rm_1y2kAAAAJ	Institute of AI, China Telecom（中国电信人工智能研究院, TeleAI）	2447
Cho-jui Hsieh	4	0	0	0	0	1	0	3	https://scholar.google.com/citations?hl=en&user=Wy89g4IAAAAJ	University of California, Los Angeles	64832
Chuang Gan	4	0	0	0	0	3	0	1	https://scholar.google.com/citations?hl=en&user=PTeSCbIAAAAJ	UMass Amherst | MIT-IBM Watson AI Lab	38300
Chun Yuan	4	0	1	0	0	3	0	0	https://scholar.google.com/citations?hl=en&user=Zd7WmXUAAAAJ	Google DeepMind	74422
Clare Lyle	4	2	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=_JMpZh0AAAAJ	Google DeepMind	4639
David Ruhe	4	1	0	0	0	2	0	1	https://scholar.google.com/citations?hl=en&user=JoXl9zUAAAAJ	University of Amsterdam	573
Difan Zou	4	2	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=Cp4fcTQAAAAJ	The University of Hong Kong	7213
Fan Yang	4	0	2	1	0	0	0	1	https://scholar.google.com/citations?hl=en&user=vk6prLAAAAAJ	meituan	33805
Fei Wu	4	1	0	0	0	1	0	2	https://scholar.google.com/citations?hl=en&user=XJLn4MYAAAAJ	Professor of Computer Science, Zhejiang University	47233
Florian Tramèr	4	0	0	1	0	1	0	2	https://scholar.google.com/citations?hl=en&user=ijH0-a8AAAAJ	Assistant Professor of Computer Science, ETH Zurich	61225
Francesco Tonin	4	2	1	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=oauCbU4AAAAJ	Postdoctoral Fellow, EPFL	298
Gang Niu	4	0	1	0	0	2	0	1	https://scholar.google.com/citations?hl=en&user=j9CO9TYAAAAJ	National Institutes of Health	37255
Georg Martius	4	1	1	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=b-JF-UIAAAAJ	University of Tübingen and Max Planck Institute for Intelligent Systems	6180
Guang Dai	4	1	2	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=iI65Z48AAAAJ	Johnson and Johnson Vision	3823
Haggai Maron	4	3	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=4v8uJrIAAAAJ	Assistant Professor at the Technion, Research Scientist at NVIDIA Research	8221
Haishan Ye	4	1	2	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=kriqtukAAAAJ	西安交通大学	1177
Haitham Ammar	4	1	1	0	1	0	0	1	https://scholar.google.com/citations?hl=en&user=AE5suDoAAAAJ	RL-Team Leader, BO-Team Leader, MAS-Team Leader Huawei Noah's Ark Lab, H …	4587
Han Zhong	4	1	2	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=X_ZfX8sAAAAJ	Shanghai AI Lab	7439
Hao Peng	4	0	0	0	2	1	0	1	https://scholar.google.com/citations?hl=en&user=R25rbyQAAAAJ	Beihang University, Professor	17892
Heng Huang	4	1	1	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=4OqLaDwAAAAJ	Brendan Iribe Endowed Professor in Computer Science, University Maryland College Park	38744
Huaxiu Yao	4	0	1	1	1	0	0	1	https://scholar.google.com/citations?hl=en&user=A20BZnQAAAAJ	Assistant Professor of Computer Science and Data Science, UNC Chapel Hill	18762
Il-chul Moon	4	0	0	0	1	2	0	1	https://scholar.google.com/citations?hl=en&user=23AxIc0AAAAJ	Professor, Department of Industrial and Systems Engineering, KAIST	3538
Jacob Steinhardt	4	0	2	2	0	0	0	0	https://scholar.google.com/citations?hl=en&user=LKv32bgAAAAJ	Stanford University	50345
Jaegul Choo	4	0	0	1	0	2	0	1	https://scholar.google.com/citations?hl=en&user=GHJYsLEAAAAJ	Associate Professor, Graduate School of Artificial Intelligence, KAIST	20701
Jianfei Chen	4	2	1	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=di5RZ1MAAAAJ	Associate Professor, Tsinghua University	10148
Jiang Bian	4	0	1	0	0	0	3	0	https://scholar.google.com/citations?hl=en&user=ysr--voAAAAJ	Regenstrief Institue; Indiana University; IU Health	17955
Jinkyoo Park	4	1	2	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=sH2a0nkAAAAJ	Department of Industrial and Systems Engineering, KAIST	6381
Joseph Gonzalez	4	0	2	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=B96GkdgAAAAJ	Professor of Computer Science, UC Berkeley	80555
Jun Liu	4	1	1	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=qexey-UAAAAJ	Nanjing University	489374
Jun Zhu	4	3	0	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=UdpacsMAAAAJ	Assistant Professor, Carnegie Mellon University	115030
Kai Xu	4	0	3	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=GuVkg-8AAAAJ	Professor, Institute of AI for Industries, Chinese Academy of Sciences	11704
Kai Zhang	4	1	0	1	0	1	0	1	https://scholar.google.com/citations?hl=en&user=ooiHUMYAAAAJ	北京华夏春松科技有限公司	212074
Kfir Levy	4	0	2	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=dG7KSW0AAAAJ	Associate Professor at Technion - Israel Institute of Technology	3727
Kijung Shin	4	2	1	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=Yp3Cz5AAAAAJ	Associate Professor, KAIST	5037
Lei Feng	4	1	1	0	0	2	0	0	https://scholar.google.com/citations?hl=en&user=5K6WAdMAAAAJ	Institute of Metal Research, Chinese Academy of Science	80058
Li Zhang	4	1	2	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=WQuLq0MAAAAJ	Beihang University	52893
Liangming Pan	4	0	2	1	0	0	0	1	https://scholar.google.com/citations?hl=en&user=JcjjOTUAAAAJ	Assistant Professor, School of Computer Science, Peking University	6609
Lijuan Wang	4	0	0	0	0	4	0	0	https://scholar.google.com/citations?hl=en&user=cDcWXuIAAAAJ	Microsoft GenAI	37733
Mark Vero	4	0	1	1	0	0	0	2	https://scholar.google.com/citations?hl=en&user=vguDYtQAAAAJ	ETH Zurich	1114
Meng Fang	4	0	0	0	1	0	0	3	https://scholar.google.com/citations?hl=en&user=IcNYP1oAAAAJ	University of Liverpool	7019
Mengyue Yang	4	2	0	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=kJJkqdcAAAAJ	Lecturer, University of Bristol	1413
Michael Bronstein	4	4	0	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=UU3N6-UAAAAJ	DeepMind Professor of AI, University of Oxford / Scientific Director, AITHYRA	62457
Michael Jordan	4	0	2	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=yxUduqMAAAAJ	Professor of Electrical Engineering and Computer Sciences and Professor of Statistics, UC …	369208
Ming Jin	4	1	2	0	1	0	0	0	https://scholar.google.com/citations?hl=en&user=i3d8D0EAAAAJ	Professor of Electrical and Computer Engineering, University of Illinois at Urbana …	32377
Ming Li	4	1	1	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=c_d8tzoAAAAJ	Northwest A & F University, China	160694
Nadav Dym	4	3	0	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=qOyXmMYAAAAJ	Senior Lecturer at Technion	1320
Neil Band	4	1	1	2	0	0	0	0	https://scholar.google.com/citations?hl=en&user=2Dab2vkAAAAJ	Stanford University	1365
Nhat Ho	4	3	0	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=Xs7cKMwAAAAJ	The University of Texas, Austin	4745
Nicholas Lane	4	0	2	0	1	1	0	0	https://scholar.google.com/citations?hl=en&user=IleoLUgAAAAJ	University of Cambridge and Flower Labs	31777
Nima Dehmamy	4	2	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=gvHpUtgAAAAJ	IBM Research	1328
Noseong Park	4	2	0	1	0	0	0	1	https://scholar.google.com/citations?hl=en&user=VSuM3gYAAAAJ	Tenured Associate Professor, KAIST	5704
Patrick Jaillet	4	1	0	0	0	1	0	2	https://scholar.google.com/citations?hl=en&user=ND0FM6EAAAAJ	Dugald C. Jackson Professor, EECS, MIT	14868
Qiang Liu	4	1	1	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=LY1IXGcAAAAJ	National University of Defense Technology	114256
Qianqian Xu	4	1	0	0	1	2	0	0	https://scholar.google.com/citations?hl=en&user=MjifS2MAAAAJ	Institute of Computing Technology, Chinese Academy of Sciences	5212
Randall Balestriero	4	0	1	3	0	0	0	0	https://scholar.google.com/citations?hl=en&user=S1x_xqcAAAAJ	AI Researcher	4550
Regina Barzilay	4	1	0	0	0	2	0	1	https://scholar.google.com/citations?hl=en&user=6jv2-OYAAAAJ	Professor of EECS, MIT	56349
Rex Ying	4	3	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=6fqNXooAAAAJ	Yale University	56262
Robin Staab	4	0	0	1	0	0	0	3	https://scholar.google.com/citations?hl=en&user=0xUUn1kAAAAJ	PhD Student at ETH Zurich	1160
Ruichu Cai	4	2	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=gG4HJ4UAAAAJ	Professor of Computer Science, Guangdong University of Technology	5346
Ruoxi Jia	4	0	1	1	1	0	0	1	https://scholar.google.com/citations?hl=en&user=JCrug-YAAAAJ	Assistant Professor, Virginia Tech	11286
Sebastian Stich	4	2	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=8l-mDfQAAAAJ	CISPA Helmholtz Center	32630
Sepp Hochreiter	4	1	2	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=tvUH3WMAAAAJ	Institute for Machine Learning, Johannes Kepler University Linz	233549
Shuiwang Ji	4	1	2	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=BZGj6sAAAAAJ	Department of Computer Science & Engineering, Texas A&M University	37214
Sida Wang	4	0	1	0	0	1	0	2	https://scholar.google.com/citations?hl=en&user=XUI4PMEAAAAJ	Facebook AI	13260
Simon Du	4	3	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=Gv-FkZ4AAAAJ	Max Planck Institute for Astrophysics	321346
Song Han	4	2	0	0	1	1	0	0	https://scholar.google.com/citations?hl=en&user=E0iCaa4AAAAJ	Massachusetts Institute of Technology	99364
Tat-seng Chua	4	0	0	0	1	3	0	0	https://scholar.google.com/citations?hl=en&user=3kz6GDEAAAAJ	National University of Singapore	114732
Tianyi Zhou	4	0	2	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=cYNqDokAAAAJ	A*STAR/SMU	18393
Wei Wang	4	0	1	0	0	1	0	2	https://scholar.google.com/citations?hl=en&user=z1HnhzsAAAAJ	Profesor of School of Medical Sciences, Edith Cowan University	231681
Wei Zhang	4	1	1	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=cITisjIAAAAJ	Central South University	316248
Wei-ying Ma	4	3	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=SToCbu8AAAAJ	Tsinghua University	69194
Woo Kim	4	1	0	0	0	1	0	2	https://scholar.google.com/citations?hl=en&user=isEFrOUAAAAJ	Technical Research Personnel, KASI; Ph.D student, CBNU	67865
Xi Peng	4	0	1	0	0	2	0	1	https://scholar.google.com/citations?hl=en&user=Pq4Yp_kAAAAJ	Fudan University & Shanghai Innovation Institute & Mosi.AI	43897
Xia Hu	4	1	1	0	2	0	0	0	https://scholar.google.com/citations?hl=en&user=pcCS60IAAAAJ	Professor of Computer Science, Rice University	45093
Xiao Wang	4	2	1	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=cv-YgL0AAAAJ	Global Professor of Neural Science, New York University	53798
Xiaoshuai Sun	4	0	0	1	0	3	0	0	https://scholar.google.com/citations?hl=en&user=KPMK3B4AAAAJ	Professor, Xiamen University	10726
Xinchao Wang	4	0	0	2	0	2	0	0	https://scholar.google.com/citations?hl=en&user=w69Buq0AAAAJ	National University of Singapore	30950
Xing Xie	4	0	0	2	0	0	0	2	https://scholar.google.com/citations?hl=en&user=5EQfAFIAAAAJ	Assistant Managing Director, Microsoft Research Asia, ACM Fellow, IEEE Fellow, CCF …	92152
Xinyi Wang	4	0	2	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=Fo52NKoAAAAJ	Research Scientist, Google DeepMind	14723
Xu Tan	4	0	0	0	0	0	4	0	https://scholar.google.com/citations?hl=en&user=tob-U1oAAAAJ	Principal Researcher and Research Manager, Microsoft	24980
Yan Wang	4	0	0	0	0	2	0	2	https://scholar.google.com/citations?hl=en&user=oXARn9wAAAAJ	Associate Professor of Physics, Huazhong University of Science and Technology	116213
Yanfeng Wang	4	0	1	0	0	1	0	2	https://scholar.google.com/citations?hl=en&user=x_sgJskAAAAJ	Shanghai Jiao Tong University	16909
Yang Zhao	4	0	2	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=GA2Z6UEAAAAJ	Department of Mechanical and Materials Engineering, Western University	20727
Yejin Choi	4	0	0	1	0	0	0	3	https://scholar.google.com/citations?hl=en&user=vhP-tlcAAAAJ	Stanford University / NVIDIA	97693
Yi Chang	4	0	2	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=Y85uFm0AAAAJ	Qwen Team, Alibaba Group	33479
Yizhou Sun	4	2	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=TQgOjK0AAAAJ	Professor, Computer Science, UCLA	30978
Yong Li	4	1	1	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=kmgzPeQAAAAJ	Professor, Electronic Engineering, Tsinghua University	42430
Yong Liu	4	3	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=NoxNy_IAAAAJ	Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences	35536
Yu Qiao	4	0	0	0	0	4	0	0	https://scholar.google.com/citations?hl=en&user=gFtI-8QAAAAJ	Professor of Shanghai AI Laboratory; Shenzhen Institutes of Advanced Technology, CAS	140172
Yue Wu	4	0	0	1	0	2	0	1	https://scholar.google.com/citations?hl=en&user=YmWdjAMAAAAJ	Kenan Distinguished Professor, The University of North Carolina at Chapel Hill	28134
Yue Yu	4	1	1	1	0	1	0	0	https://scholar.google.com/citations?hl=en&user=6jWgLcYAAAAJ	Department of Physics and Astronomy, University of Toledo	6637
Yuheng Bu	4	0	1	2	0	1	0	0	https://scholar.google.com/citations?hl=en&user=1jPQEVMAAAAJ	University of California, Santa Barbara	1370
Yunhao Tang	4	1	2	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=j4VWFL4AAAAJ	Member of technical staff @ Anthropic	17811
Zhaoran Wang	4	1	0	0	1	0	0	2	https://scholar.google.com/citations?hl=en&user=HSx0BgQAAAAJ	Associate Professor at Northwestern University	14045
Zhe Zhao	4	2	1	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=f4B3t24AAAAJ	University of Muenster, University of Southern California	10247
Zhengyuan Zhou	4	3	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=hiGI9v0AAAAJ	Dept of Technology, Operations and Statistics at NYU Stern	8434
Zhenyi Wang	4	1	1	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=S5zrTpoAAAAJ		2745
Zhenyu Zhang	4	0	0	0	3	1	0	0	https://scholar.google.com/citations?hl=en&user=xbTiYi8AAAAJ	Doctor of Chongqing Communication Institute	85158
Zhijing Jin	4	0	1	2	0	0	0	1	https://scholar.google.com/citations?hl=en&user=Mdr6wjUAAAAJ	Max Planck Institute	6486
Zhiyuan Li	4	0	3	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=KFCJKZYAAAAJ	MRC PPU, School of life sciences, University of Dundee	15776
Abhineet Agarwal	3	0	1	1	0	1	0	0	https://scholar.google.com/citations?hl=en&user=_tsYRXwAAAAJ	Statistics PhD, University of California, Berkeley	336
Adam Davies	3	0	0	2	0	1	0	0	https://scholar.google.com/citations?hl=en&user=9mkOB9AAAAAJ	Associate Professor, College of Arts, University of Guelph	1364
Aditi Raghunathan	3	0	1	2	0	0	0	0	https://scholar.google.com/citations?hl=en&user=Ch9iRwQAAAAJ	Assistant professor, Carnegie Mellon University	22945
Agustinus Kristiadi	3	0	2	0	1	0	0	0	https://scholar.google.com/citations?hl=en&user=_1qe2mYAAAAJ	Assistant Professor, Western University	1941
Ahmed Alaa	3	0	0	0	0	2	0	1	https://scholar.google.com/citations?hl=en&user=_pv1sEcAAAAJ	Assistant Professor, UC Berkeley and UCSF	7241
Ajay Jaiswal	3	1	0	1	0	1	0	0	https://scholar.google.com/citations?hl=en&user=I783HxYAAAAJ	RS@Apple | Amazon Fellow | UT Austin | IIT-KGP	1944
Alain Durmus	3	1	0	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=nqLKv6EAAAAJ	Ecole polytechnique	7065
Alan Aspuru-Guzik	3	0	1	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=Ag_6KEgAAAAJ	Professor of Chemistry and Computer Science, University of Toronto (starting July 1, 2018)	122643
Alec Koppel	3	0	2	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=8ClxyjIAAAAJ	Senior Professional Staff, Johns Hopkins University Applied Physics Labs	3343
Aleksandar Makelov	3	0	0	3	0	0	0	0	https://scholar.google.com/citations?hl=en&user=haO4sKoAAAAJ	Member of Technical Staff	20881
Alex Lamb	3	3	0	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=BFzFy1YAAAAJ	Tsinghua University, Microsoft Research (NYC), Université de Montréal, Google Brain	11511
Alexander Gasnikov	3	1	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=AmeE8qkAAAAJ	Innopolis University	9844
Alexander Rogozin	3	1	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=jyUii50AAAAJ	Moscow Institute of Physics and Technology	520
Ambuj Singh	3	1	0	0	0	2	0	0	https://scholar.google.com/citations?hl=en&user=eVOjvvsAAAAJ	reasercher	15888
Anastasios Angelopoulos	3	0	1	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=nfX25MMAAAAJ	Ph.D. Student, UC Berkeley	8775
Andrei Chertkov	3	1	0	1	0	0	0	1	https://scholar.google.com/citations?hl=en&user=Hf_pNoQAAAAJ	AIRI; Skolkovo Institute of Science and Technology	350
Andrew Lowy	3	0	3	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=Hz5Emx8AAAAJ	Professor of Surgery, University of California, San Diego	30161
Anqi Mao	3	0	1	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=nkjIZ-oAAAAJ	Department of Mathematics, Courant Institute of Mathematical Sciences	2649
Anton Rodomanov	3	1	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=u95GRZQAAAAJ	CISPA Helmholtz Center for Information Security	610
Antonio Orvieto	3	2	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=xkuLyHoAAAAJ	ELLIS Institute Tübingen, Max Planck Institute for Intelligent Systems	2624
Arash Behboodi	3	0	2	0	0	0	0	1			
Armando Solar-Lezama	3	0	1	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=8BX3BokAAAAJ	MIT	16533
Arshia Afzal	3	3	0	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=OJ45nEQAAAAJ	Ph.D. student	113
Arun Verma	3	0	1	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=zWm05HMAAAAJ	HOD Radiation oncology SICMAR, Subharti Medical College Meerut	21893
Aryan Mokhtari	3	1	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=glcep6EAAAAJ	UT Austin, Google Research	13216
Aurélien Bellet	3	0	3	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=j8svx3IAAAAJ	Research scientist at Inria	18556
Baohong Li	3	2	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=pilbSwkAAAAJ	Sichuan University	782
Bin Cui	3	1	0	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=IJAU8KoAAAAJ	Professor of Computer Science, Peking University	26834
Binxin Ru	3	2	0	1	0	0	0	0	https://scholar.google.com/citations?hl=en&user=4piw-XMAAAAJ	DPhil Student, University of Oxford	1685
Bodhisattwa Majumder	3	1	0	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=cEM1a5gAAAAJ	Researcher, Allen Institute for AI	8133
Boran Han	3	0	0	2	0	1	0	0	https://scholar.google.com/citations?hl=en&user=Prwxh24AAAAJ	AWS	2533
Bowen Jing	3	2	0	0	0	1	0	0	https://scholar.google.com/citations?hl=en&user=pM2CUFsAAAAJ	Massachusetts Institute of Technology	3970
Boyu Wang	3	0	0	0	0	3	0	0	https://scholar.google.com/citations?hl=en&user=qAZM5KcAAAAJ	Department of Computer Science, University of Western Ontario	4681
Bryan Catanzaro	3	0	1	0	1	0	1	0	https://scholar.google.com/citations?hl=en&user=UZ6kI2AAAAAJ	NVIDIA	57102
Buck Shlegeris	3	0	0	3	0	0	0	0	https://scholar.google.com/citations?hl=en&user=oyDxKw0AAAAJ	CEO, Redwood Research	3703
Chanyoung Park	3	2	1	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=lWk2LtQAAAAJ	Associate Professor, KAIST	4791
Chao Qian	3	0	2	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=Kaqt2ZwAAAAJ	Assistant Professor, ZJU-UIUC Institute, Zhejiang University	5111
Chen Wang	3	0	1	0	0	1	0	1	https://scholar.google.com/citations?hl=en&user=mHV8J8AAAAAJ	Staff engineer of Mentor Graphics	52988
Chengqing Zong	3	0	2	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=l8lvKOQAAAAJ	Institute of Automation, Chinese Academy of Sciences	12232
Christian Szegedy	3	2	0	0	1	0	0	0	https://scholar.google.com/citations?hl=en&user=bnQMuzgAAAAJ	Researcher	337038
Chuan Zhou	3	2	0	0	0	0	0	1	https://scholar.google.com/citations?hl=en&user=XChb_-8AAAAJ	Research Professor of Pediatrics, University of Washington; PI,Seattle Children's Research …	14239
Chulin Xie	3	0	0	2	0	1	0	0	https://scholar.google.com/citations?hl=en&user=WeJnzAgAAAAJ	Google DeepMind	4870
Cody Rushing	3	0	0	3	0	0	0	0	https://scholar.google.com/citations?hl=en&user=t5fY7ysAAAAJ	Redwood Research	181
Colin Conwell	3	0	0	0	0	3	0	0	https://scholar.google.com/citations?hl=en&user=6tCow3oAAAAJ	MIT | After Thought	745
Dale Schuurmans	3	1	2	0	0	0	0	0	https://scholar.google.com/citations?hl=en&user=xaQuPloAAAAJ	Google DeepMind & University of Alberta	69611
Daniel Fried	3	0	0	1	1	0	1	0	https://scholar.google.com/citations?hl=en&user=VIpF87EAAAAJ	UCSF	14466
Daniela Rus	3	0	0	0	0	1	0	2	https://scholar.google.com/citations?hl=en&user=910z20QAAAAJ	Andrew (1956) and Erna Viterbi Professor of Computer Science, MIT	103430
David Woodruff	3	1	0	0	0	0	0	2	https://scholar.google.com/citations?hl=en&user=kMmxbbIAAAAJ	Professor of Computer Science, Carnegie Mellon University	18588
